perm,best_gates,rep_perm,task,orbit_size
7 5 4 1 6 0 3 2,9,1 2 5 7 0 6 3 4,804,48
1 2 5 7 3 0 4 6,8,1 2 5 7 3 0 4 6,805,48
1 3 5 7 2 6 4 0,8,1 2 5 7 3 0 4 6,805,48
1 3 7 4 0 2 5 6,8,1 2 5 7 3 0 4 6,805,48
1 4 5 0 3 7 2 6,8,1 2 5 7 3 0 4 6,805,48
1 5 0 4 7 2 3 6,8,1 2 5 7 3 0 4 6,805,48
1 5 4 6 3 7 2 0,8,1 2 5 7 3 0 4 6,805,48
1 6 0 5 3 7 2 4,8,1 2 5 7 3 0 4 6,805,48
1 6 5 7 0 3 4 2,8,1 2 5 7 3 0 4 6,805,48
2 0 5 6 3 1 7 4,8,1 2 5 7 3 0 4 6,805,48
2 0 6 4 7 3 1 5,8,1 2 5 7 3 0 4 6,805,48
2 4 6 5 3 1 7 0,8,1 2 5 7 3 0 4 6,805,48
2 6 1 7 3 4 0 5,8,1 2 5 7 3 0 4 6,805,48
2 6 3 7 1 4 5 0,8,1 2 5 7 3 0 4 6,805,48
2 6 4 0 3 1 7 5,8,1 2 5 7 3 0 4 6,805,48
2 6 5 7 0 4 3 1,8,1 2 5 7 3 0 4 6,805,48
2 7 3 4 0 6 1 5,8,1 2 5 7 3 0 4 6,805,48
3 0 6 4 1 2 7 5,8,1 2 5 7 3 0 4 6,805,48
3 5 0 4 2 7 1 6,8,1 2 5 7 3 0 4 6,805,48
3 6 7 2 5 1 4 0,8,1 2 5 7 3 0 4 6,805,48
3 7 5 1 6 4 2 0,8,1 2 5 7 3 0 4 6,805,48
4 0 5 1 3 6 7 2,8,1 2 5 7 3 0 4 6,805,48
4 0 7 5 6 2 1 3,8,1 2 5 7 3 0 4 6,805,48
4 2 5 1 6 3 7 0,8,1 2 5 7 3 0 4 6,805,48
4 6 0 2 3 7 5 1,8,1 2 5 7 3 0 4 6,805,48
4 6 1 2 5 7 3 0,8,1 2 5 7 3 0 4 6,805,48
4 6 5 1 2 0 7 3,8,1 2 5 7 3 0 4 6,805,48
4 6 5 2 1 7 0 3,8,1 2 5 7 3 0 4 6,805,48
4 7 0 6 5 2 1 3,8,1 2 5 7 3 0 4 6,805,48
5 0 1 4 6 2 7 3,8,1 2 5 7 3 0 4 6,805,48
5 3 4 7 0 2 1 6,8,1 2 5 7 3 0 4 6,805,48
5 6 3 1 7 4 2 0,8,1 2 5 7 3 0 4 6,805,48
5 7 6 2 3 1 4 0,8,1 2 5 7 3 0 4 6,805,48
6 2 0 4 5 7 1 3,8,1 2 5 7 3 0 4 6,805,48
6 3 5 2 7 1 4 0,8,1 2 5 7 3 0 4 6,805,48
6 4 3 7 0 2 1 5,8,1 2 5 7 3 0 4 6,805,48
6 5 7 1 3 4 2 0,8,1 2 5 7 3 0 4 6,805,48
7 0 4 1 6 2 5 3,8,1 2 5 7 3 0 4 6,805,48
7 0 6 4 2 1 3 5,8,1 2 5 7 3 0 4 6,805,48
7 2 3 6 0 4 1 5,8,1 2 5 7 3 0 4 6,805,48
7 3 1 5 0 2 4 6,8,1 2 5 7 3 0 4 6,805,48
7 3 6 0 5 2 4 1,8,1 2 5 7 3 0 4 6,805,48
7 3 6 2 5 0 1 4,8,1 2 5 7 3 0 4 6,805,48
7 3 6 4 5 1 0 2,8,1 2 5 7 3 0 4 6,805,48
7 4 0 2 5 6 1 3,8,1 2 5 7 3 0 4 6,805,48
7 5 0 4 1 3 2 6,8,1 2 5 7 3 0 4 6,805,48
7 5 3 0 6 4 1 2,8,1 2 5 7 3 0 4 6,805,48
7 5 3 1 6 2 0 4,8,1 2 5 7 3 0 4 6,805,48
7 5 3 4 6 0 2 1,8,1 2 5 7 3 0 4 6,805,48
1 2 5 7 3 4 0 6,7,1 2 5 7 3 4 0 6,806,48
1 3 5 6 2 7 4 0,7,1 2 5 7 3 4 0 6,806,48
1 4 5 2 3 7 0 6,7,1 2 5 7 3 4 0 6,806,48
1 5 4 7 3 6 2 0,7,1 2 5 7 3 4 0 6,806,48
1 6 3 5 7 4 2 0,7,1 2 5 7 3 4 0 6,806,48
1 6 7 2 5 3 4 0,7,1 2 5 7 3 4 0 6,806,48
1 7 0 4 5 2 3 6,7,1 2 5 7 3 4 0 6,806,48
1 7 3 4 0 2 5 6,7,1 2 5 7 3 4 0 6,806,48
2 0 7 4 6 3 1 5,7,1 2 5 7 3 4 0 6,806,48
2 3 5 6 7 1 4 0,7,1 2 5 7 3 4 0 6,806,48
2 3 7 4 0 6 1 5,7,1 2 5 7 3 4 0 6,806,48
2 4 6 7 3 1 5 0,7,1 2 5 7 3 4 0 6,806,48
2 6 1 7 3 0 4 5,7,1 2 5 7 3 4 0 6,806,48
2 6 3 5 1 4 7 0,7,1 2 5 7 3 4 0 6,806,48
2 6 4 1 3 0 7 5,7,1 2 5 7 3 4 0 6,806,48
2 7 5 1 6 4 3 0,7,1 2 5 7 3 4 0 6,806,48
3 0 6 4 5 2 7 1,7,1 2 5 7 3 4 0 6,806,48
3 5 0 4 6 7 1 2,7,1 2 5 7 3 4 0 6,806,48
3 6 5 7 0 1 4 2,7,1 2 5 7 3 4 0 6,806,48
3 6 5 7 0 4 2 1,7,1 2 5 7 3 4 0 6,806,48
4 0 6 5 7 2 1 3,7,1 2 5 7 3 4 0 6,806,48
4 2 5 1 6 7 3 0,7,1 2 5 7 3 4 0 6,806,48
4 5 0 6 7 2 1 3,7,1 2 5 7 3 4 0 6,806,48
4 5 7 1 3 6 2 0,7,1 2 5 7 3 4 0 6,806,48
4 6 1 2 5 3 7 0,7,1 2 5 7 3 4 0 6,806,48
4 6 5 0 1 7 2 3,7,1 2 5 7 3 4 0 6,806,48
4 6 5 0 2 1 7 3,7,1 2 5 7 3 4 0 6,806,48
4 7 6 2 3 1 5 0,7,1 2 5 7 3 4 0 6,806,48
5 0 3 4 6 2 7 1,7,1 2 5 7 3 4 0 6,806,48
5 3 6 7 0 2 1 4,7,1 2 5 7 3 4 0 6,806,48
5 6 0 1 3 7 2 4,7,1 2 5 7 3 4 0 6,806,48
5 6 0 2 3 7 4 1,7,1 2 5 7 3 4 0 6,806,48
6 0 5 1 3 4 7 2,7,1 2 5 7 3 4 0 6,806,48
6 0 5 2 3 1 7 4,7,1 2 5 7 3 4 0 6,806,48
6 3 0 4 5 7 1 2,7,1 2 5 7 3 4 0 6,806,48
6 5 3 7 0 2 1 4,7,1 2 5 7 3 4 0 6,806,48
7 0 3 6 2 4 1 5,7,1 2 5 7 3 4 0 6,806,48
7 0 4 2 5 6 1 3,7,1 2 5 7 3 4 0 6,806,48
7 2 6 4 0 1 3 5,7,1 2 5 7 3 4 0 6,806,48
7 2 6 4 5 1 0 3,7,1 2 5 7 3 4 0 6,806,48
7 3 0 5 1 2 4 6,7,1 2 5 7 3 4 0 6,806,48
7 3 4 2 5 0 1 6,7,1 2 5 7 3 4 0 6,806,48
7 3 6 0 1 2 4 5,7,1 2 5 7 3 4 0 6,806,48
7 4 0 1 6 2 5 3,7,1 2 5 7 3 4 0 6,806,48
7 4 3 1 6 2 0 5,7,1 2 5 7 3 4 0 6,806,48
7 5 1 4 0 3 2 6,7,1 2 5 7 3 4 0 6,806,48
7 5 1 4 6 0 2 3,7,1 2 5 7 3 4 0 6,806,48
7 5 3 0 2 4 1 6,7,1 2 5 7 3 4 0 6,806,48
1 2 5 7 3 6 0 4,8,1 2 5 7 3 6 0 4,807,48
1 4 5 6 3 7 0 2,8,1 2 5 7 3 6 0 4,807,48
1 7 4 5 3 6 2 0,8,1 2 5 7 3 6 0 4,807,48
1 7 5 6 2 3 4 0,8,1 2 5 7 3 6 0 4,807,48
2 4 7 6 3 1 5 0,8,1 2 5 7 3 6 0 4,807,48
2 6 1 7 3 0 5 4,8,1 2 5 7 3 6 0 4,807,48
2 6 4 5 3 0 7 1,8,1 2 5 7 3 6 0 4,807,48
2 6 7 5 1 4 3 0,8,1 2 5 7 3 6 0 4,807,48
3 0 6 4 7 2 5 1,8,1 2 5 7 3 6 0 4,807,48
3 2 5 6 7 1 4 0,8,1 2 5 7 3 6 0 4,807,48
3 2 7 4 0 6 1 5,8,1 2 5 7 3 6 0 4,807,48
3 5 0 4 7 6 1 2,8,1 2 5 7 3 6 0 4,807,48
3 6 1 5 7 4 2 0,8,1 2 5 7 3 6 0 4,807,48
3 6 5 7 1 0 4 2,8,1 2 5 7 3 6 0 4,807,48
3 6 5 7 2 4 0 1,8,1 2 5 7 3 6 0 4,807,48
3 7 1 4 0 2 5 6,8,1 2 5 7 3 6 0 4,807,48
4 2 5 1 7 6 3 0,8,1 2 5 7 3 6 0 4,807,48
4 6 1 2 7 3 5 0,8,1 2 5 7 3 6 0 4,807,48
4 6 5 0 1 7 3 2,8,1 2 5 7 3 6 0 4,807,48
4 6 5 0 2 3 7 1,8,1 2 5 7 3 6 0 4,807,48
5 0 7 4 6 2 3 1,8,1 2 5 7 3 6 0 4,807,48
5 3 7 6 0 2 1 4,8,1 2 5 7 3 6 0 4,807,48
5 4 0 6 7 2 1 3,8,1 2 5 7 3 6 0 4,807,48
5 4 7 1 3 6 2 0,8,1 2 5 7 3 6 0 4,807,48
5 6 1 0 3 7 2 4,8,1 2 5 7 3 6 0 4,807,48
5 6 4 2 3 7 0 1,8,1 2 5 7 3 6 0 4,807,48
5 6 7 2 1 3 4 0,8,1 2 5 7 3 6 0 4,807,48
5 7 0 4 1 2 3 6,8,1 2 5 7 3 6 0 4,807,48
6 0 4 5 7 2 1 3,8,1 2 5 7 3 6 0 4,807,48
6 0 7 4 2 3 1 5,8,1 2 5 7 3 6 0 4,807,48
6 2 5 0 3 1 7 4,8,1 2 5 7 3 6 0 4,807,48
6 4 5 1 3 0 7 2,8,1 2 5 7 3 6 0 4,807,48
6 7 0 4 5 3 1 2,8,1 2 5 7 3 6 0 4,807,48
6 7 3 5 0 2 1 4,8,1 2 5 7 3 6 0 4,807,48
6 7 4 2 3 1 5 0,8,1 2 5 7 3 6 0 4,807,48
6 7 5 1 2 4 3 0,8,1 2 5 7 3 6 0 4,807,48
7 2 4 0 5 6 1 3,8,1 2 5 7 3 6 0 4,807,48
7 2 6 4 1 0 3 5,8,1 2 5 7 3 6 0 4,807,48
7 2 6 4 5 3 0 1,8,1 2 5 7 3 6 0 4,807,48
7 3 4 5 1 2 0 6,8,1 2 5 7 3 6 0 4,807,48
7 3 4 6 5 0 1 2,8,1 2 5 7 3 6 0 4,807,48
7 3 6 0 1 2 5 4,8,1 2 5 7 3 6 0 4,807,48
7 4 1 0 6 2 5 3,8,1 2 5 7 3 6 0 4,807,48
7 4 3 5 6 2 0 1,8,1 2 5 7 3 6 0 4,807,48
7 4 3 6 2 0 1 5,8,1 2 5 7 3 6 0 4,807,48
7 5 1 4 2 3 0 6,8,1 2 5 7 3 6 0 4,807,48
7 5 1 4 6 0 3 2,8,1 2 5 7 3 6 0 4,807,48
7 5 3 0 2 6 1 4,8,1 2 5 7 3 6 0 4,807,48
1 2 5 7 3 6 4 0,9,1 2 5 7 3 6 4 0,808,48
1 4 5 6 3 7 2 0,9,1 2 5 7 3 6 4 0,808,48
1 6 4 5 3 7 2 0,9,1 2 5 7 3 6 4 0,808,48
1 6 5 0 3 7 2 4,9,1 2 5 7 3 6 4 0,808,48
1 6 5 7 2 3 4 0,9,1 2 5 7 3 6 4 0,808,48
1 6 5 7 3 0 4 2,9,1 2 5 7 3 6 4 0,808,48
2 4 5 6 3 1 7 0,9,1 2 5 7 3 6 4 0,808,48
2 6 1 7 3 4 5 0,9,1 2 5 7 3 6 4 0,808,48
2 6 4 5 3 1 7 0,9,1 2 5 7 3 6 4 0,808,48
2 6 5 0 3 1 7 4,9,1 2 5 7 3 6 4 0,808,48
2 6 5 7 1 4 3 0,9,1 2 5 7 3 6 4 0,808,48
2 6 5 7 3 4 0 1,9,1 2 5 7 3 6 4 0,808,48
3 0 6 4 7 2 1 5,9,1 2 5 7 3 6 4 0,808,48
3 5 0 4 7 2 1 6,9,1 2 5 7 3 6 4 0,808,48
3 6 5 1 7 4 2 0,9,1 2 5 7 3 6 4 0,808,48
3 6 5 2 7 1 4 0,9,1 2 5 7 3 6 4 0,808,48
4 2 5 1 3 6 7 0,9,1 2 5 7 3 6 4 0,808,48
4 6 1 2 3 7 5 0,9,1 2 5 7 3 6 4 0,808,48
4 6 5 1 2 3 7 0,9,1 2 5 7 3 6 4 0,808,48
4 6 5 1 3 0 7 2,9,1 2 5 7 3 6 4 0,808,48
4 6 5 2 1 7 3 0,9,1 2 5 7 3 6 4 0,808,48
4 6 5 2 3 7 0 1,9,1 2 5 7 3 6 4 0,808,48
5 0 7 4 6 2 1 3,9,1 2 5 7 3 6 4 0,808,48
5 3 7 4 0 2 1 6,9,1 2 5 7 3 6 4 0,808,48
5 6 7 1 3 4 2 0,9,1 2 5 7 3 6 4 0,808,48
5 6 7 2 3 1 4 0,9,1 2 5 7 3 6 4 0,808,48
6 7 0 4 5 2 1 3,9,1 2 5 7 3 6 4 0,808,48
6 7 3 4 0 2 1 5,9,1 2 5 7 3 6 4 0,808,48
6 7 5 1 3 4 2 0,9,1 2 5 7 3 6 4 0,808,48
6 7 5 2 3 1 4 0,9,1 2 5 7 3 6 4 0,808,48
7 0 1 4 6 2 5 3,9,1 2 5 7 3 6 4 0,808,48
7 0 4 5 6 2 1 3,9,1 2 5 7 3 6 4 0,808,48
7 0 6 4 1 2 3 5,9,1 2 5 7 3 6 4 0,808,48
7 0 6 4 2 3 1 5,9,1 2 5 7 3 6 4 0,808,48
7 2 0 4 5 6 1 3,9,1 2 5 7 3 6 4 0,808,48
7 2 3 4 0 6 1 5,9,1 2 5 7 3 6 4 0,808,48
7 3 1 4 0 2 5 6,9,1 2 5 7 3 6 4 0,808,48
7 3 4 5 0 2 1 6,9,1 2 5 7 3 6 4 0,808,48
7 3 6 0 5 2 1 4,9,1 2 5 7 3 6 4 0,808,48
7 3 6 4 5 0 1 2,9,1 2 5 7 3 6 4 0,808,48
7 3 6 4 5 2 0 1,9,1 2 5 7 3 6 4 0,808,48
7 4 0 6 5 2 1 3,9,1 2 5 7 3 6 4 0,808,48
7 4 3 6 0 2 1 5,9,1 2 5 7 3 6 4 0,808,48
7 5 0 4 1 2 3 6,9,1 2 5 7 3 6 4 0,808,48
7 5 0 4 2 3 1 6,9,1 2 5 7 3 6 4 0,808,48
7 5 3 0 6 2 1 4,9,1 2 5 7 3 6 4 0,808,48
7 5 3 4 6 0 1 2,9,1 2 5 7 3 6 4 0,808,48
7 5 3 4 6 2 0 1,9,1 2 5 7 3 6 4 0,808,48
1 2 5 7 6 0 3 4,8,1 2 5 7 6 0 3 4,809,48
1 4 6 0 3 7 5 2,8,1 2 5 7 6 0 3 4,809,48
1 7 4 0 6 2 5 3,8,1 2 5 7 6 0 3 4,809,48
1 7 4 6 3 0 2 5,8,1 2 5 7 6 0 3 4,809,48
1 7 5 0 2 6 4 3,8,1 2 5 7 6 0 3 4,809,48
1 7 6 4 2 0 3 5,8,1 2 5 7 6 0 3 4,809,48
2 4 7 0 5 6 1 3,8,1 2 5 7 6 0 3 4,809,48
2 4 7 5 3 1 0 6,8,1 2 5 7 6 0 3 4,809,48
2 5 4 0 3 6 7 1,8,1 2 5 7 6 0 3 4,809,48
2 5 7 4 1 3 0 6,8,1 2 5 7 6 0 3 4,809,48
2 6 1 7 5 3 0 4,8,1 2 5 7 6 0 3 4,809,48
2 6 7 0 1 4 5 3,8,1 2 5 7 6 0 3 4,809,48
3 0 6 4 1 7 5 2,8,1 2 5 7 6 0 3 4,809,48
3 4 5 1 0 6 7 2,8,1 2 5 7 6 0 3 4,809,48
3 4 7 1 0 2 5 6,8,1 2 5 7 6 0 3 4,809,48
3 5 0 4 2 6 7 1,8,1 2 5 7 6 0 3 4,809,48
3 5 7 2 1 6 4 0,8,1 2 5 7 6 0 3 4,809,48
3 6 4 2 0 7 5 1,8,1 2 5 7 6 0 3 4,809,48
3 7 4 2 0 6 1 5,8,1 2 5 7 6 0 3 4,809,48
3 7 6 1 2 4 5 0,8,1 2 5 7 6 0 3 4,809,48
4 2 3 6 7 0 1 5,8,1 2 5 7 6 0 3 4,809,48
4 2 5 1 7 3 0 6,8,1 2 5 7 6 0 3 4,809,48
4 3 1 5 7 2 0 6,8,1 2 5 7 6 0 3 4,809,48
4 3 5 6 2 0 7 1,8,1 2 5 7 6 0 3 4,809,48
4 6 1 2 7 0 3 5,8,1 2 5 7 6 0 3 4,809,48
4 6 3 5 1 7 0 2,8,1 2 5 7 6 0 3 4,809,48
5 0 1 7 6 2 3 4,8,1 2 5 7 6 0 3 4,809,48
5 2 0 4 7 1 3 6,8,1 2 5 7 6 0 3 4,809,48
5 2 0 6 3 1 7 4,8,1 2 5 7 6 0 3 4,809,48
5 3 1 6 7 4 2 0,8,1 2 5 7 6 0 3 4,809,48
5 3 4 6 0 2 7 1,8,1 2 5 7 6 0 3 4,809,48
5 6 0 7 2 4 3 1,8,1 2 5 7 6 0 3 4,809,48
5 7 0 6 2 4 1 3,8,1 2 5 7 6 0 3 4,809,48
5 7 4 2 6 1 3 0,8,1 2 5 7 6 0 3 4,809,48
6 0 1 4 7 3 2 5,8,1 2 5 7 6 0 3 4,809,48
6 0 1 5 3 7 2 4,8,1 2 5 7 6 0 3 4,809,48
6 0 5 7 1 3 4 2,8,1 2 5 7 6 0 3 4,809,48
6 0 7 5 1 2 4 3,8,1 2 5 7 6 0 3 4,809,48
6 2 0 7 5 3 1 4,8,1 2 5 7 6 0 3 4,809,48
6 2 3 5 7 1 4 0,8,1 2 5 7 6 0 3 4,809,48
6 4 3 5 0 7 1 2,8,1 2 5 7 6 0 3 4,809,48
6 4 7 1 5 3 2 0,8,1 2 5 7 6 0 3 4,809,48
7 2 3 5 6 1 0 4,8,1 2 5 7 6 0 3 4,809,48
7 3 1 6 5 0 2 4,8,1 2 5 7 6 0 3 4,809,48
7 3 6 0 2 4 5 1,8,1 2 5 7 6 0 3 4,809,48
7 4 6 1 5 3 0 2,8,1 2 5 7 6 0 3 4,809,48
7 5 3 0 1 6 4 2,8,1 2 5 7 6 0 3 4,809,48
7 5 4 2 6 0 3 1,8,1 2 5 7 6 0 3 4,809,48
1 2 5 7 6 3 0 4,7,1 2 5 7 6 3 0 4,810,48
1 2 6 4 7 0 3 5,7,1 2 5 7 6 3 0 4,810,48
1 4 6 5 3 7 0 2,7,1 2 5 7 6 3 0 4,810,48
1 4 7 0 6 2 5 3,7,1 2 5 7 6 3 0 4,810,48
1 7 4 0 3 6 2 5,7,1 2 5 7 6 3 0 4,810,48
1 7 5 6 2 0 4 3,7,1 2 5 7 6 3 0 4,810,48
2 4 7 0 3 1 5 6,7,1 2 5 7 6 3 0 4,810,48
2 5 1 4 7 3 0 6,7,1 2 5 7 6 3 0 4,810,48
2 5 4 6 3 0 7 1,7,1 2 5 7 6 3 0 4,810,48
2 6 1 7 5 0 3 4,7,1 2 5 7 6 3 0 4,810,48
2 6 7 5 1 4 0 3,7,1 2 5 7 6 3 0 4,810,48
2 7 4 0 5 6 1 3,7,1 2 5 7 6 3 0 4,810,48
3 0 5 7 1 6 4 2,7,1 2 5 7 6 3 0 4,810,48
3 0 6 4 2 7 5 1,7,1 2 5 7 6 3 0 4,810,48
3 4 7 1 5 6 2 0,7,1 2 5 7 6 3 0 4,810,48
3 4 7 2 0 6 1 5,7,1 2 5 7 6 3 0 4,810,48
3 5 0 4 1 6 7 2,7,1 2 5 7 6 3 0 4,810,48
3 6 0 7 2 4 5 1,7,1 2 5 7 6 3 0 4,810,48
3 7 4 1 0 2 5 6,7,1 2 5 7 6 3 0 4,810,48
3 7 4 2 6 1 5 0,7,1 2 5 7 6 3 0 4,810,48
4 2 5 1 7 0 3 6,7,1 2 5 7 6 3 0 4,810,48
4 3 5 0 2 6 7 1,7,1 2 5 7 6 3 0 4,810,48
4 3 7 5 1 2 0 6,7,1 2 5 7 6 3 0 4,810,48
4 6 1 2 7 3 0 5,7,1 2 5 7 6 3 0 4,810,48
4 6 3 0 1 7 5 2,7,1 2 5 7 6 3 0 4,810,48
4 7 3 6 2 0 1 5,7,1 2 5 7 6 3 0 4,810,48
5 0 1 6 3 7 2 4,7,1 2 5 7 6 3 0 4,810,48
5 0 4 7 6 2 3 1,7,1 2 5 7 6 3 0 4,810,48
5 2 0 6 7 4 1 3,7,1 2 5 7 6 3 0 4,810,48
5 2 3 6 7 1 4 0,7,1 2 5 7 6 3 0 4,810,48
5 3 1 6 0 2 7 4,7,1 2 5 7 6 3 0 4,810,48
5 6 4 2 0 7 3 1,7,1 2 5 7 6 3 0 4,810,48
5 7 0 4 2 1 3 6,7,1 2 5 7 6 3 0 4,810,48
5 7 6 1 2 4 3 0,7,1 2 5 7 6 3 0 4,810,48
6 0 1 5 7 2 4 3,7,1 2 5 7 6 3 0 4,810,48
6 0 7 4 1 3 2 5,7,1 2 5 7 6 3 0 4,810,48
6 2 0 5 3 1 7 4,7,1 2 5 7 6 3 0 4,810,48
6 2 3 5 0 7 1 4,7,1 2 5 7 6 3 0 4,810,48
6 3 1 5 7 4 2 0,7,1 2 5 7 6 3 0 4,810,48
6 4 0 7 5 3 1 2,7,1 2 5 7 6 3 0 4,810,48
6 4 5 1 0 3 7 2,7,1 2 5 7 6 3 0 4,810,48
6 5 7 2 1 3 4 0,7,1 2 5 7 6 3 0 4,810,48
7 2 6 1 5 3 0 4,7,1 2 5 7 6 3 0 4,810,48
7 3 4 6 5 0 2 1,7,1 2 5 7 6 3 0 4,810,48
7 3 6 0 1 4 5 2,7,1 2 5 7 6 3 0 4,810,48
7 4 3 5 6 1 0 2,7,1 2 5 7 6 3 0 4,810,48
7 5 1 2 6 0 3 4,7,1 2 5 7 6 3 0 4,810,48
7 5 3 0 2 6 4 1,7,1 2 5 7 6 3 0 4,810,48
1 2 5 7 6 4 3 0,7,1 2 5 7 6 4 3 0,811,48
1 3 5 6 7 4 2 0,7,1 2 5 7 6 4 3 0,811,48
1 4 6 2 3 7 5 0,7,1 2 5 7 6 4 3 0,811,48
1 5 7 2 3 6 4 0,7,1 2 5 7 6 4 3 0,811,48
1 6 4 7 3 0 2 5,7,1 2 5 7 6 4 3 0,811,48
1 6 5 0 2 7 4 3,7,1 2 5 7 6 4 3 0,811,48
1 7 0 4 6 2 5 3,7,1 2 5 7 6 4 3 0,811,48
1 7 6 4 0 2 3 5,7,1 2 5 7 6 4 3 0,811,48
2 0 7 4 5 6 1 3,7,1 2 5 7 6 4 3 0,811,48
2 4 5 7 3 1 0 6,7,1 2 5 7 6 4 3 0,811,48
2 5 4 1 3 6 7 0,7,1 2 5 7 6 4 3 0,811,48
2 5 7 4 0 3 1 6,7,1 2 5 7 6 4 3 0,811,48
2 6 1 7 5 3 4 0,7,1 2 5 7 6 4 3 0,811,48
2 6 3 5 7 1 4 0,7,1 2 5 7 6 4 3 0,811,48
2 6 5 0 1 4 7 3,7,1 2 5 7 6 4 3 0,811,48
2 7 6 1 3 4 5 0,7,1 2 5 7 6 4 3 0,811,48
3 0 6 4 5 7 1 2,7,1 2 5 7 6 4 3 0,811,48
3 5 0 4 6 2 7 1,7,1 2 5 7 6 4 3 0,811,48
3 6 5 1 0 4 7 2,7,1 2 5 7 6 4 3 0,811,48
3 6 5 2 0 7 4 1,7,1 2 5 7 6 4 3 0,811,48
4 0 3 6 7 2 1 5,7,1 2 5 7 6 4 3 0,811,48
4 2 5 1 3 7 0 6,7,1 2 5 7 6 4 3 0,811,48
4 3 0 5 7 2 1 6,7,1 2 5 7 6 4 3 0,811,48
4 3 5 6 2 1 7 0,7,1 2 5 7 6 4 3 0,811,48
4 6 1 2 3 0 7 5,7,1 2 5 7 6 4 3 0,811,48
4 6 3 5 1 7 2 0,7,1 2 5 7 6 4 3 0,811,48
4 6 7 1 5 3 2 0,7,1 2 5 7 6 4 3 0,811,48
4 7 5 2 6 1 3 0,7,1 2 5 7 6 4 3 0,811,48
5 0 3 7 6 2 1 4,7,1 2 5 7 6 4 3 0,811,48
5 3 6 4 0 2 7 1,7,1 2 5 7 6 4 3 0,811,48
5 6 0 2 3 1 7 4,7,1 2 5 7 6 4 3 0,811,48
5 6 0 7 3 4 2 1,7,1 2 5 7 6 4 3 0,811,48
6 0 5 1 3 7 2 4,7,1 2 5 7 6 4 3 0,811,48
6 0 5 7 3 1 4 2,7,1 2 5 7 6 4 3 0,811,48
6 3 0 7 5 2 1 4,7,1 2 5 7 6 4 3 0,811,48
6 5 3 4 0 7 1 2,7,1 2 5 7 6 4 3 0,811,48
7 0 1 4 6 3 2 5,7,1 2 5 7 6 4 3 0,811,48
7 0 6 5 1 2 4 3,7,1 2 5 7 6 4 3 0,811,48
7 2 0 4 5 1 3 6,7,1 2 5 7 6 4 3 0,811,48
7 2 3 4 6 1 0 5,7,1 2 5 7 6 4 3 0,811,48
7 3 1 4 5 0 2 6,7,1 2 5 7 6 4 3 0,811,48
7 3 4 2 0 6 1 5,7,1 2 5 7 6 4 3 0,811,48
7 3 6 0 2 4 1 5,7,1 2 5 7 6 4 3 0,811,48
7 4 3 1 0 2 5 6,7,1 2 5 7 6 4 3 0,811,48
7 4 6 1 5 2 0 3,7,1 2 5 7 6 4 3 0,811,48
7 5 0 6 2 4 1 3,7,1 2 5 7 6 4 3 0,811,48
7 5 3 0 1 2 4 6,7,1 2 5 7 6 4 3 0,811,48
7 5 4 2 6 0 1 3,7,1 2 5 7 6 4 3 0,811,48
1 2 6 0 3 4 7 5,7,1 2 6 0 3 4 7 5,812,48
1 3 0 4 7 6 2 5,7,1 2 6 0 3 4 7 5,812,48
1 3 4 7 6 2 0 5,7,1 2 6 0 3 4 7 5,812,48
1 3 5 2 0 6 7 4,7,1 2 6 0 3 4 7 5,812,48
1 4 5 2 6 0 7 3,7,1 2 6 0 3 4 7 5,812,48
1 5 0 6 3 4 7 2,7,1 2 6 0 3 4 7 5,812,48
1 5 6 4 2 7 0 3,7,1 2 6 0 3 4 7 5,812,48
1 5 7 6 0 2 4 3,7,1 2 6 0 3 4 7 5,812,48
1 6 0 2 7 4 5 3,7,1 2 6 0 3 4 7 5,812,48
1 6 7 2 0 4 3 5,7,1 2 6 0 3 4 7 5,812,48
2 0 3 4 7 1 5 6,7,1 2 6 0 3 4 7 5,812,48
2 0 5 1 7 6 4 3,7,1 2 6 0 3 4 7 5,812,48
2 0 6 5 3 7 4 1,7,1 2 6 0 3 4 7 5,812,48
2 4 3 7 5 0 1 6,7,1 2 6 0 3 4 7 5,812,48
2 5 1 0 3 7 4 6,7,1 2 6 0 3 4 7 5,812,48
2 5 6 4 1 0 7 3,7,1 2 6 0 3 4 7 5,812,48
2 6 3 1 0 7 5 4,7,1 2 6 0 3 4 7 5,812,48
2 6 4 1 5 7 0 3,7,1 2 6 0 3 4 7 5,812,48
2 7 5 1 0 3 4 6,7,1 2 6 0 3 4 7 5,812,48
2 7 6 5 0 4 1 3,7,1 2 6 0 3 4 7 5,812,48
3 0 1 7 5 2 4 6,7,1 2 6 0 3 4 7 5,812,48
3 2 0 7 6 4 1 5,7,1 2 6 0 3 4 7 5,812,48
3 2 6 1 5 7 4 0,7,1 2 6 0 3 4 7 5,812,48
3 5 1 2 6 4 7 0,7,1 2 6 0 3 4 7 5,812,48
4 0 5 7 6 3 2 1,7,1 2 6 0 3 4 7 5,812,48
4 0 7 1 5 2 3 6,7,1 2 6 0 3 4 7 5,812,48
4 0 7 6 3 1 2 5,7,1 2 6 0 3 4 7 5,812,48
4 2 3 0 5 7 1 6,7,1 2 6 0 3 4 7 5,812,48
4 3 1 0 6 2 7 5,7,1 2 6 0 3 4 7 5,812,48
4 3 5 7 1 0 2 6,7,1 2 6 0 3 4 7 5,812,48
